input position,input joint,output joint
"(0.96, 1.47)","(1.52, 0.53)","(1.49, 0.5)"
"(0.96, 1.47)","(1.49, 0.48)","(1.49, 0.5)"
"(0.96, 1.47)","(1.5, 0.5)","(1.49, 0.5)"
"(0.96, 1.47)","(1.52, 0.48)","(1.49, 0.5)"
"(0.76, 1.73)","(1.53, 0.85)","(1.49, 0.83)"
"(0.76, 1.73)","(1.48, 0.78)","(1.49, 0.83)"
"(0.76, 1.73)","(1.44, 0.8)","(1.49, 0.83)"
"(0.76, 1.73)","(1.52, 0.82)","(1.49, 0.83)"
"(0.76, 1.73)","(1.45, 0.78)","(1.49, 0.83)"
"(0.76, 1.73)","(1.45, 0.78)","(1.49, 0.83)"
"(0.76, 1.73)","(1.51, 0.85)","(1.49, 0.83)"
"(0.76, 1.73)","(1.44, 0.81)","(1.49, 0.83)"
"(0.76, 1.73)","(1.52, 0.86)","(1.49, 0.83)"
"(0.76, 1.73)","(1.48, 0.8)","(1.49, 0.83)"
"(0.48, 1.91)","(1.53, 1.2)","(1.49, 1.16)"
"(0.48, 1.91)","(1.45, 1.18)","(1.49, 1.16)"
"(0.48, 1.91)","(1.47, 1.17)","(1.49, 1.16)"
"(0.48, 1.91)","(1.45, 1.12)","(1.49, 1.16)"
"(0.48, 1.91)","(1.52, 1.17)","(1.49, 1.16)"
"(0.48, 1.91)","(1.44, 1.18)","(1.49, 1.16)"
"(0.48, 1.91)","(1.47, 1.15)","(1.49, 1.16)"
"(0.48, 1.91)","(1.48, 1.16)","(1.49, 1.16)"
"(0.48, 1.91)","(1.48, 1.18)","(1.49, 1.16)"
"(0.48, 1.91)","(1.5, 1.15)","(1.49, 1.16)"
"(0.17, 1.99)","(1.53, 1.45)","(1.49, 1.49)"
"(0.17, 1.99)","(1.45, 1.45)","(1.49, 1.49)"
"(0.17, 1.99)","(1.45, 1.45)","(1.49, 1.49)"
"(0.17, 1.99)","(1.49, 1.54)","(1.49, 1.49)"
"(0.17, 1.99)","(1.48, 1.49)","(1.49, 1.49)"
"(0.17, 1.99)","(1.46, 1.46)","(1.49, 1.49)"
"(0.17, 1.99)","(1.45, 1.45)","(1.49, 1.49)"
"(0.17, 1.99)","(1.47, 1.46)","(1.49, 1.49)"
"(0.17, 1.99)","(1.51, 1.46)","(1.49, 1.49)"
"(0.17, 1.99)","(1.52, 1.51)","(1.49, 1.49)"
"(-0.16, 1.97)","(1.49, 1.77)","(1.49, 1.82)"
"(-0.16, 1.97)","(1.47, 1.83)","(1.49, 1.82)"
"(-0.16, 1.97)","(1.47, 1.8)","(1.49, 1.82)"
"(-0.16, 1.97)","(1.49, 1.82)","(1.49, 1.82)"
"(-0.16, 1.97)","(1.51, 1.84)","(1.49, 1.82)"
"(-0.16, 1.97)","(1.51, 1.85)","(1.49, 1.82)"
"(-0.16, 1.97)","(1.49, 1.8)","(1.49, 1.82)"
"(-0.16, 1.97)","(1.46, 1.77)","(1.49, 1.82)"
"(-0.16, 1.97)","(1.52, 1.83)","(1.49, 1.82)"
"(-0.16, 1.97)","(1.46, 1.85)","(1.49, 1.82)"
"(-0.46, 1.83)","(1.44, 2.17)","(1.49, 2.15)"
"(-0.46, 1.83)","(1.49, 2.19)","(1.49, 2.15)"
"(-0.46, 1.83)","(1.51, 2.2)","(1.49, 2.15)"
"(-0.46, 1.83)","(1.5, 2.16)","(1.49, 2.15)"
"(-0.46, 1.83)","(1.47, 2.19)","(1.49, 2.15)"
"(-0.46, 1.83)","(1.45, 2.16)","(1.49, 2.15)"
"(-0.46, 1.83)","(1.52, 2.18)","(1.49, 2.15)"
"(-0.46, 1.83)","(1.5, 2.15)","(1.49, 2.15)"
"(-0.46, 1.83)","(1.46, 2.18)","(1.49, 2.15)"
"(-0.46, 1.83)","(1.47, 2.15)","(1.49, 2.15)"
"(-0.71, 1.61)","(1.47, 2.45)","(1.49, 2.48)"
"(-0.71, 1.61)","(1.44, 2.52)","(1.49, 2.48)"
"(-0.71, 1.61)","(1.46, 2.49)","(1.49, 2.48)"
"(-0.71, 1.61)","(1.45, 2.45)","(1.49, 2.48)"
"(-0.71, 1.61)","(1.52, 2.47)","(1.49, 2.48)"
"(-0.71, 1.61)","(1.46, 2.48)","(1.49, 2.48)"
"(-0.71, 1.61)","(1.52, 2.49)","(1.49, 2.48)"
"(-0.71, 1.61)","(1.51, 2.51)","(1.49, 2.48)"
"(-0.71, 1.61)","(1.53, 2.5)","(1.49, 2.48)"
"(-0.71, 1.61)","(1.44, 2.44)","(1.49, 2.48)"
"(-0.86, 1.32)","(1.46, 2.8)","(1.49, 2.81)"
"(-0.86, 1.32)","(1.54, 2.76)","(1.49, 2.81)"
"(-0.86, 1.32)","(1.47, 2.79)","(1.49, 2.81)"
"(-0.86, 1.32)","(1.53, 2.86)","(1.49, 2.81)"
"(-0.86, 1.32)","(1.53, 2.79)","(1.49, 2.81)"
"(-0.86, 1.32)","(1.53, 2.78)","(1.49, 2.81)"
"(-0.86, 1.32)","(1.47, 2.77)","(1.49, 2.81)"
"(-0.86, 1.32)","(1.45, 2.83)","(1.49, 2.81)"
"(-0.86, 1.32)","(1.47, 2.83)","(1.49, 2.81)"
"(-0.86, 1.32)","(1.53, 2.78)","(1.49, 2.81)"
"(-0.92, 1.0)","(1.44, 3.13)","(1.49, 3.14)"
"(-0.92, 1.0)","(1.46, 3.16)","(1.49, 3.14)"
"(-0.92, 1.0)","(1.45, 3.15)","(1.49, 3.14)"
"(-0.92, 1.0)","(1.45, 3.15)","(1.49, 3.14)"
"(-0.92, 1.0)","(1.5, 3.18)","(1.49, 3.14)"
"(-0.92, 1.0)","(1.47, 3.16)","(1.49, 3.14)"
"(-0.92, 1.0)","(1.52, 3.16)","(1.49, 3.14)"
"(-0.92, 1.0)","(1.47, 3.16)","(1.49, 3.14)"
"(-0.92, 1.0)","(1.53, 3.17)","(1.49, 3.14)"
"(-0.92, 1.0)","(1.5, 3.09)","(1.49, 3.14)"
"(-1.25, 0.97)","(1.84, -3.18)","(1.82, -3.14)"
"(-1.25, 0.97)","(1.79, -3.11)","(1.82, -3.14)"
"(-1.25, 0.97)","(1.79, -3.19)","(1.82, -3.14)"
"(-1.25, 0.97)","(1.78, -3.13)","(1.82, -3.14)"
"(-1.25, 0.97)","(1.85, -3.12)","(1.82, -3.14)"
"(-1.25, 0.97)","(1.79, -3.11)","(1.82, -3.14)"
"(-1.25, 0.97)","(1.77, -3.1)","(1.82, -3.14)"
"(-1.25, 0.97)","(1.77, -3.13)","(1.82, -3.14)"
"(-1.25, 0.97)","(1.84, -3.11)","(1.82, -3.14)"
"(-1.25, 0.97)","(1.81, -3.19)","(1.82, -3.14)"
"(-1.19, 0.64)","(1.86, -2.82)","(1.82, -2.81)"
"(-1.19, 0.64)","(1.83, -2.79)","(1.82, -2.81)"
"(-1.19, 0.64)","(1.85, -2.79)","(1.82, -2.81)"
"(-1.19, 0.64)","(1.81, -2.84)","(1.82, -2.81)"
"(-1.19, 0.64)","(1.85, -2.8)","(1.82, -2.81)"
"(-1.19, 0.64)","(1.78, -2.79)","(1.82, -2.81)"
"(-1.19, 0.64)","(1.77, -2.83)","(1.82, -2.81)"
"(-1.19, 0.64)","(1.79, -2.82)","(1.82, -2.81)"
"(-1.19, 0.64)","(1.84, -2.85)","(1.82, -2.81)"
"(-1.19, 0.64)","(1.84, -2.81)","(1.82, -2.81)"
"(-1.03, 0.36)","(1.85, -2.5)","(1.82, -2.48)"
"(-1.03, 0.36)","(1.82, -2.52)","(1.82, -2.48)"
"(-1.03, 0.36)","(1.81, -2.52)","(1.82, -2.48)"
"(-1.03, 0.36)","(1.81, -2.51)","(1.82, -2.48)"
"(-1.03, 0.36)","(1.86, -2.46)","(1.82, -2.48)"
"(-1.03, 0.36)","(1.78, -2.43)","(1.82, -2.48)"
"(-1.03, 0.36)","(1.82, -2.53)","(1.82, -2.48)"
"(-1.03, 0.36)","(1.8, -2.45)","(1.82, -2.48)"
"(-1.03, 0.36)","(1.83, -2.5)","(1.82, -2.48)"
"(-1.03, 0.36)","(1.77, -2.53)","(1.82, -2.48)"
"(-0.79, 0.13)","(1.87, -2.15)","(1.82, -2.15)"
"(-0.79, 0.13)","(1.84, -2.2)","(1.82, -2.15)"
"(-0.79, 0.13)","(1.85, -2.1)","(1.82, -2.15)"
"(-0.79, 0.13)","(1.81, -2.15)","(1.82, -2.15)"
"(-0.79, 0.13)","(1.8, -2.12)","(1.82, -2.15)"
"(-0.79, 0.13)","(1.83, -2.2)","(1.82, -2.15)"
"(-0.79, 0.13)","(1.8, -2.17)","(1.82, -2.15)"
"(-0.79, 0.13)","(1.84, -2.12)","(1.82, -2.15)"
"(-0.79, 0.13)","(1.8, -2.18)","(1.82, -2.15)"
"(-0.79, 0.13)","(1.86, -2.15)","(1.82, -2.15)"
"(-0.49, 0.0)","(1.82, -1.79)","(1.82, -1.82)"
"(-0.49, 0.0)","(1.82, -1.84)","(1.82, -1.82)"
"(-0.49, 0.0)","(1.81, -1.86)","(1.82, -1.82)"
"(-0.49, 0.0)","(1.87, -1.77)","(1.82, -1.82)"
"(-0.49, 0.0)","(1.8, -1.86)","(1.82, -1.82)"
"(-0.49, 0.0)","(1.86, -1.78)","(1.82, -1.82)"
"(-0.49, 0.0)","(1.77, -1.77)","(1.82, -1.82)"
"(-0.49, 0.0)","(1.84, -1.81)","(1.82, -1.82)"
"(-0.49, 0.0)","(1.86, -1.86)","(1.82, -1.82)"
"(-0.49, 0.0)","(1.78, -1.83)","(1.82, -1.82)"
"(-0.16, -0.03)","(1.8, -1.47)","(1.82, -1.49)"
"(-0.16, -0.03)","(1.85, -1.46)","(1.82, -1.49)"
"(-0.16, -0.03)","(1.8, -1.49)","(1.82, -1.49)"
"(-0.16, -0.03)","(1.83, -1.51)","(1.82, -1.49)"
"(-0.16, -0.03)","(1.86, -1.51)","(1.82, -1.49)"
"(-0.16, -0.03)","(1.8, -1.45)","(1.82, -1.49)"
"(-0.16, -0.03)","(1.81, -1.45)","(1.82, -1.49)"
"(-0.16, -0.03)","(1.77, -1.52)","(1.82, -1.49)"
"(-0.16, -0.03)","(1.85, -1.48)","(1.82, -1.49)"
"(-0.16, -0.03)","(1.8, -1.47)","(1.82, -1.49)"
"(0.16, 0.05)","(1.87, -1.17)","(1.82, -1.16)"
"(0.16, 0.05)","(1.82, -1.16)","(1.82, -1.16)"
"(0.16, 0.05)","(1.84, -1.13)","(1.82, -1.16)"
"(0.16, 0.05)","(1.79, -1.2)","(1.82, -1.16)"
"(0.16, 0.05)","(1.77, -1.21)","(1.82, -1.16)"
"(0.16, 0.05)","(1.86, -1.17)","(1.82, -1.16)"
"(0.16, 0.05)","(1.83, -1.14)","(1.82, -1.16)"
"(0.16, 0.05)","(1.82, -1.17)","(1.82, -1.16)"
"(0.16, 0.05)","(1.81, -1.16)","(1.82, -1.16)"
"(0.16, 0.05)","(1.83, -1.18)","(1.82, -1.16)"
"(0.43, 0.23)","(1.78, -0.8)","(1.82, -0.83)"
"(0.43, 0.23)","(1.81, -0.8)","(1.82, -0.83)"
"(0.43, 0.23)","(1.85, -0.84)","(1.82, -0.83)"
"(0.43, 0.23)","(1.77, -0.81)","(1.82, -0.83)"
"(0.43, 0.23)","(1.85, -0.83)","(1.82, -0.83)"
"(0.43, 0.23)","(1.87, -0.87)","(1.82, -0.83)"
"(0.43, 0.23)","(1.81, -0.8)","(1.82, -0.83)"
"(0.43, 0.23)","(1.81, -0.82)","(1.82, -0.83)"
"(0.43, 0.23)","(1.79, -0.85)","(1.82, -0.83)"
"(0.43, 0.23)","(1.86, -0.79)","(1.82, -0.83)"
"(0.63, 0.49)","(1.81, -0.52)","(1.82, -0.5)"
"(0.63, 0.49)","(1.82, -0.46)","(1.82, -0.5)"
"(0.63, 0.49)","(1.85, -0.5)","(1.82, -0.5)"
"(0.63, 0.49)","(1.82, -0.46)","(1.82, -0.5)"
"(0.63, 0.49)","(1.8, -0.48)","(1.82, -0.5)"
"(0.63, 0.49)","(1.84, -0.54)","(1.82, -0.5)"
"(0.63, 0.49)","(1.82, -0.47)","(1.82, -0.5)"
"(0.63, 0.49)","(1.82, -0.53)","(1.82, -0.5)"
"(0.63, 0.49)","(1.78, -0.47)","(1.82, -0.5)"
"(0.63, 0.49)","(1.79, -0.52)","(1.82, -0.5)"
"(0.74, 0.8)","(1.86, -0.13)","(1.82, -0.17)"
"(0.74, 0.8)","(1.79, -0.17)","(1.82, -0.17)"
"(0.74, 0.8)","(1.8, -0.13)","(1.82, -0.17)"
"(0.74, 0.8)","(1.8, -0.18)","(1.82, -0.17)"
"(0.74, 0.8)","(1.79, -0.12)","(1.82, -0.17)"
"(0.74, 0.8)","(1.85, -0.16)","(1.82, -0.17)"
"(0.74, 0.8)","(1.86, -0.19)","(1.82, -0.17)"
"(0.74, 0.8)","(1.78, -0.19)","(1.82, -0.17)"
"(0.74, 0.8)","(1.81, -0.2)","(1.82, -0.17)"
"(0.74, 0.8)","(1.83, -0.2)","(1.82, -0.17)"
"(0.74, 1.13)","(1.83, 0.21)","(1.82, 0.17)"
"(0.74, 1.13)","(1.84, 0.13)","(1.82, 0.17)"
"(0.74, 1.13)","(1.82, 0.2)","(1.82, 0.17)"
"(0.74, 1.13)","(1.86, 0.17)","(1.82, 0.17)"
"(0.74, 1.13)","(1.83, 0.12)","(1.82, 0.17)"
"(0.74, 1.13)","(1.83, 0.14)","(1.82, 0.17)"
"(0.74, 1.13)","(1.82, 0.2)","(1.82, 0.17)"
"(0.74, 1.13)","(1.84, 0.15)","(1.82, 0.17)"
"(0.74, 1.13)","(1.83, 0.12)","(1.82, 0.17)"
"(0.74, 1.13)","(1.82, 0.13)","(1.82, 0.17)"
"(0.63, 1.45)","(1.84, 0.46)","(1.82, 0.5)"
"(0.63, 1.45)","(1.82, 0.45)","(1.82, 0.5)"
"(0.63, 1.45)","(1.78, 0.53)","(1.82, 0.5)"
"(0.63, 1.45)","(1.86, 0.46)","(1.82, 0.5)"
"(0.63, 1.45)","(1.8, 0.47)","(1.82, 0.5)"
"(0.63, 1.45)","(1.78, 0.48)","(1.82, 0.5)"
"(0.63, 1.45)","(1.81, 0.5)","(1.82, 0.5)"
"(0.63, 1.45)","(1.83, 0.48)","(1.82, 0.5)"
"(0.63, 1.45)","(1.8, 0.48)","(1.82, 0.5)"
"(0.63, 1.45)","(1.77, 0.46)","(1.82, 0.5)"
"(0.43, 1.71)","(1.86, 0.85)","(1.82, 0.83)"
"(0.43, 1.71)","(1.81, 0.79)","(1.82, 0.83)"
"(0.43, 1.71)","(1.8, 0.78)","(1.82, 0.83)"
"(0.43, 1.71)","(1.84, 0.78)","(1.82, 0.83)"
"(0.43, 1.71)","(1.79, 0.84)","(1.82, 0.83)"
"(0.43, 1.71)","(1.79, 0.83)","(1.82, 0.83)"
"(0.43, 1.71)","(1.87, 0.87)","(1.82, 0.83)"
"(0.43, 1.71)","(1.81, 0.87)","(1.82, 0.83)"
"(0.43, 1.71)","(1.86, 0.84)","(1.82, 0.83)"
"(0.43, 1.71)","(1.82, 0.81)","(1.82, 0.83)"
"(0.16, 1.89)","(1.84, 1.17)","(1.82, 1.16)"
"(0.16, 1.89)","(1.81, 1.16)","(1.82, 1.16)"
"(0.16, 1.89)","(1.79, 1.13)","(1.82, 1.16)"
"(0.16, 1.89)","(1.82, 1.2)","(1.82, 1.16)"
"(0.16, 1.89)","(1.81, 1.12)","(1.82, 1.16)"
"(0.16, 1.89)","(1.82, 1.19)","(1.82, 1.16)"
"(0.16, 1.89)","(1.83, 1.13)","(1.82, 1.16)"
"(0.16, 1.89)","(1.84, 1.17)","(1.82, 1.16)"
"(0.16, 1.89)","(1.84, 1.18)","(1.82, 1.16)"
"(0.16, 1.89)","(1.87, 1.13)","(1.82, 1.16)"
"(-0.16, 1.97)","(1.85, 1.53)","(1.82, 1.49)"
"(-0.16, 1.97)","(1.86, 1.48)","(1.82, 1.49)"
"(-0.16, 1.97)","(1.85, 1.49)","(1.82, 1.49)"
"(-0.16, 1.97)","(1.81, 1.45)","(1.82, 1.49)"
"(-0.16, 1.97)","(1.85, 1.53)","(1.82, 1.49)"
"(-0.16, 1.97)","(1.86, 1.45)","(1.82, 1.49)"
"(-0.16, 1.97)","(1.81, 1.52)","(1.82, 1.49)"
"(-0.16, 1.97)","(1.82, 1.53)","(1.82, 1.49)"
"(-0.16, 1.97)","(1.84, 1.48)","(1.82, 1.49)"
"(-0.16, 1.97)","(1.79, 1.44)","(1.82, 1.49)"
"(-0.49, 1.94)","(1.82, 1.84)","(1.82, 1.82)"
"(-0.49, 1.94)","(1.77, 1.79)","(1.82, 1.82)"
"(-0.49, 1.94)","(1.8, 1.84)","(1.82, 1.82)"
"(-0.49, 1.94)","(1.86, 1.82)","(1.82, 1.82)"
"(-0.49, 1.94)","(1.82, 1.8)","(1.82, 1.82)"
"(-0.49, 1.94)","(1.83, 1.84)","(1.82, 1.82)"
"(-0.49, 1.94)","(1.77, 1.85)","(1.82, 1.82)"
"(-0.49, 1.94)","(1.82, 1.77)","(1.82, 1.82)"
"(-0.49, 1.94)","(1.82, 1.8)","(1.82, 1.82)"
"(-0.49, 1.94)","(1.81, 1.86)","(1.82, 1.82)"
"(-0.79, 1.81)","(1.84, 2.15)","(1.82, 2.15)"
"(-0.79, 1.81)","(1.86, 2.18)","(1.82, 2.15)"
"(-0.79, 1.81)","(1.78, 2.18)","(1.82, 2.15)"
"(-0.79, 1.81)","(1.77, 2.15)","(1.82, 2.15)"
"(-0.79, 1.81)","(1.8, 2.11)","(1.82, 2.15)"
"(-0.79, 1.81)","(1.79, 2.15)","(1.82, 2.15)"
"(-0.79, 1.81)","(1.86, 2.1)","(1.82, 2.15)"
"(-0.79, 1.81)","(1.79, 2.17)","(1.82, 2.15)"
"(-0.79, 1.81)","(1.78, 2.1)","(1.82, 2.15)"
"(-0.79, 1.81)","(1.82, 2.14)","(1.82, 2.15)"
"(-1.03, 1.58)","(1.84, 2.46)","(1.82, 2.48)"
"(-1.03, 1.58)","(1.82, 2.44)","(1.82, 2.48)"
"(-1.03, 1.58)","(1.83, 2.46)","(1.82, 2.48)"
"(-1.03, 1.58)","(1.8, 2.45)","(1.82, 2.48)"
"(-1.03, 1.58)","(1.83, 2.45)","(1.82, 2.48)"
"(-1.03, 1.58)","(1.84, 2.47)","(1.82, 2.48)"
"(-1.03, 1.58)","(1.81, 2.52)","(1.82, 2.48)"
"(-1.03, 1.58)","(1.78, 2.43)","(1.82, 2.48)"
"(-1.03, 1.58)","(1.81, 2.44)","(1.82, 2.48)"
"(-1.03, 1.58)","(1.8, 2.45)","(1.82, 2.48)"
"(-1.19, 1.29)","(1.84, 2.79)","(1.82, 2.81)"
"(-1.19, 1.29)","(1.83, 2.81)","(1.82, 2.81)"
"(-1.19, 1.29)","(1.79, 2.84)","(1.82, 2.81)"
"(-1.19, 1.29)","(1.79, 2.81)","(1.82, 2.81)"
"(-1.19, 1.29)","(1.81, 2.78)","(1.82, 2.81)"
"(-1.19, 1.29)","(1.8, 2.82)","(1.82, 2.81)"
"(-1.19, 1.29)","(1.81, 2.78)","(1.82, 2.81)"
"(-1.19, 1.29)","(1.82, 2.83)","(1.82, 2.81)"
"(-1.19, 1.29)","(1.81, 2.76)","(1.82, 2.81)"
"(-1.19, 1.29)","(1.82, 2.81)","(1.82, 2.81)"
"(-1.25, 0.97)","(1.79, 3.18)","(1.82, 3.14)"
"(-1.25, 0.97)","(1.85, 3.18)","(1.82, 3.14)"
"(-1.25, 0.97)","(1.8, 3.13)","(1.82, 3.14)"
"(-1.25, 0.97)","(1.85, 3.1)","(1.82, 3.14)"
"(-1.25, 0.97)","(1.85, 3.13)","(1.82, 3.14)"
"(-1.25, 0.97)","(1.78, 3.18)","(1.82, 3.14)"
"(-1.25, 0.97)","(1.8, 3.12)","(1.82, 3.14)"
"(-1.25, 0.97)","(1.8, 3.18)","(1.82, 3.14)"
"(-1.25, 0.97)","(1.8, 3.18)","(1.82, 3.14)"
"(-1.25, 0.97)","(1.84, 3.1)","(1.82, 3.14)"
"(-1.55, 0.84)","(2.18, -3.14)","(2.15, -3.14)"
"(-1.55, 0.84)","(2.15, -3.16)","(2.15, -3.14)"
"(-1.55, 0.84)","(2.19, -3.17)","(2.15, -3.14)"
"(-1.55, 0.84)","(2.16, -3.16)","(2.15, -3.14)"
"(-1.55, 0.84)","(2.14, -3.15)","(2.15, -3.14)"
"(-1.55, 0.84)","(2.13, -3.16)","(2.15, -3.14)"
"(-1.55, 0.84)","(2.13, -3.14)","(2.15, -3.14)"
"(-1.55, 0.84)","(2.17, -3.12)","(2.15, -3.14)"
"(-1.55, 0.84)","(2.1, -3.1)","(2.15, -3.14)"
"(-1.55, 0.84)","(2.13, -3.1)","(2.15, -3.14)"
"(-1.49, 0.51)","(2.12, -2.82)","(2.15, -2.81)"
"(-1.49, 0.51)","(2.12, -2.84)","(2.15, -2.81)"
"(-1.49, 0.51)","(2.11, -2.81)","(2.15, -2.81)"
"(-1.49, 0.51)","(2.12, -2.78)","(2.15, -2.81)"
"(-1.49, 0.51)","(2.18, -2.83)","(2.15, -2.81)"
"(-1.49, 0.51)","(2.11, -2.8)","(2.15, -2.81)"
"(-1.49, 0.51)","(2.11, -2.84)","(2.15, -2.81)"
"(-1.49, 0.51)","(2.17, -2.79)","(2.15, -2.81)"
"(-1.49, 0.51)","(2.1, -2.77)","(2.15, -2.81)"
"(-1.49, 0.51)","(2.19, -2.8)","(2.15, -2.81)"
"(-1.34, 0.22)","(2.11, -2.44)","(2.15, -2.48)"
"(-1.34, 0.22)","(2.2, -2.44)","(2.15, -2.48)"
"(-1.34, 0.22)","(2.14, -2.51)","(2.15, -2.48)"
"(-1.34, 0.22)","(2.19, -2.47)","(2.15, -2.48)"
"(-1.34, 0.22)","(2.14, -2.51)","(2.15, -2.48)"
"(-1.34, 0.22)","(2.13, -2.46)","(2.15, -2.48)"
"(-1.34, 0.22)","(2.13, -2.5)","(2.15, -2.48)"
"(-1.34, 0.22)","(2.17, -2.44)","(2.15, -2.48)"
"(-1.34, 0.22)","(2.1, -2.51)","(2.15, -2.48)"
"(-1.34, 0.22)","(2.12, -2.45)","(2.15, -2.48)"
"(-1.09, 0.0)","(2.12, -2.19)","(2.15, -2.15)"
"(-1.09, 0.0)","(2.13, -2.13)","(2.15, -2.15)"
"(-1.09, 0.0)","(2.15, -2.17)","(2.15, -2.15)"
"(-1.09, 0.0)","(2.18, -2.13)","(2.15, -2.15)"
"(-1.09, 0.0)","(2.13, -2.14)","(2.15, -2.15)"
"(-1.09, 0.0)","(2.14, -2.16)","(2.15, -2.15)"
"(-1.09, 0.0)","(2.15, -2.15)","(2.15, -2.15)"
"(-1.09, 0.0)","(2.19, -2.19)","(2.15, -2.15)"
"(-1.09, 0.0)","(2.15, -2.13)","(2.15, -2.15)"
"(-1.09, 0.0)","(2.14, -2.16)","(2.15, -2.15)"
"(-0.79, -0.13)","(2.14, -1.78)","(2.15, -1.82)"
"(-0.79, -0.13)","(2.14, -1.79)","(2.15, -1.82)"
"(-0.79, -0.13)","(2.17, -1.86)","(2.15, -1.82)"
"(-0.79, -0.13)","(2.13, -1.83)","(2.15, -1.82)"
"(-0.79, -0.13)","(2.15, -1.81)","(2.15, -1.82)"
"(-0.79, -0.13)","(2.15, -1.86)","(2.15, -1.82)"
"(-0.79, -0.13)","(2.12, -1.8)","(2.15, -1.82)"
"(-0.79, -0.13)","(2.13, -1.87)","(2.15, -1.82)"
"(-0.79, -0.13)","(2.17, -1.82)","(2.15, -1.82)"
"(-0.79, -0.13)","(2.12, -1.79)","(2.15, -1.82)"
"(-0.46, -0.16)","(2.16, -1.44)","(2.15, -1.49)"
"(-0.46, -0.16)","(2.16, -1.53)","(2.15, -1.49)"
"(-0.46, -0.16)","(2.19, -1.46)","(2.15, -1.49)"
"(-0.46, -0.16)","(2.17, -1.47)","(2.15, -1.49)"
"(-0.46, -0.16)","(2.17, -1.5)","(2.15, -1.49)"
"(-0.46, -0.16)","(2.16, -1.49)","(2.15, -1.49)"
"(-0.46, -0.16)","(2.11, -1.47)","(2.15, -1.49)"
"(-0.46, -0.16)","(2.2, -1.53)","(2.15, -1.49)"
"(-0.46, -0.16)","(2.1, -1.5)","(2.15, -1.49)"
"(-0.46, -0.16)","(2.19, -1.45)","(2.15, -1.49)"
"(-0.15, -0.08)","(2.11, -1.19)","(2.15, -1.16)"
"(-0.15, -0.08)","(2.18, -1.16)","(2.15, -1.16)"
"(-0.15, -0.08)","(2.15, -1.11)","(2.15, -1.16)"
"(-0.15, -0.08)","(2.14, -1.17)","(2.15, -1.16)"
"(-0.15, -0.08)","(2.19, -1.19)","(2.15, -1.16)"
"(-0.15, -0.08)","(2.18, -1.16)","(2.15, -1.16)"
"(-0.15, -0.08)","(2.13, -1.19)","(2.15, -1.16)"
"(-0.15, -0.08)","(2.11, -1.17)","(2.15, -1.16)"
"(-0.15, -0.08)","(2.12, -1.11)","(2.15, -1.16)"
"(-0.15, -0.08)","(2.12, -1.12)","(2.15, -1.16)"
"(0.13, 0.1)","(2.14, -0.79)","(2.15, -0.83)"
"(0.13, 0.1)","(2.2, -0.78)","(2.15, -0.83)"
"(0.13, 0.1)","(2.1, -0.8)","(2.15, -0.83)"
"(0.13, 0.1)","(2.11, -0.81)","(2.15, -0.83)"
"(0.13, 0.1)","(2.13, -0.78)","(2.15, -0.83)"
"(0.13, 0.1)","(2.11, -0.85)","(2.15, -0.83)"
"(0.13, 0.1)","(2.13, -0.8)","(2.15, -0.83)"
"(0.13, 0.1)","(2.2, -0.84)","(2.15, -0.83)"
"(0.13, 0.1)","(2.14, -0.82)","(2.15, -0.83)"
"(0.13, 0.1)","(2.16, -0.84)","(2.15, -0.83)"
"(0.33, 0.36)","(2.14, -0.51)","(2.15, -0.5)"
"(0.33, 0.36)","(2.12, -0.52)","(2.15, -0.5)"
"(0.33, 0.36)","(2.12, -0.52)","(2.15, -0.5)"
"(0.33, 0.36)","(2.17, -0.49)","(2.15, -0.5)"
"(0.33, 0.36)","(2.13, -0.53)","(2.15, -0.5)"
"(0.33, 0.36)","(2.17, -0.45)","(2.15, -0.5)"
"(0.33, 0.36)","(2.19, -0.46)","(2.15, -0.5)"
"(0.33, 0.36)","(2.19, -0.49)","(2.15, -0.5)"
"(0.33, 0.36)","(2.12, -0.46)","(2.15, -0.5)"
"(0.33, 0.36)","(2.14, -0.45)","(2.15, -0.5)"
"(0.44, 0.67)","(2.17, -0.12)","(2.15, -0.17)"
"(0.44, 0.67)","(2.12, -0.2)","(2.15, -0.17)"
"(0.44, 0.67)","(2.12, -0.21)","(2.15, -0.17)"
"(0.44, 0.67)","(2.18, -0.17)","(2.15, -0.17)"
"(0.44, 0.67)","(2.19, -0.18)","(2.15, -0.17)"
"(0.44, 0.67)","(2.17, -0.12)","(2.15, -0.17)"
"(0.44, 0.67)","(2.18, -0.15)","(2.15, -0.17)"
"(0.44, 0.67)","(2.12, -0.19)","(2.15, -0.17)"
"(0.44, 0.67)","(2.17, -0.18)","(2.15, -0.17)"
"(0.44, 0.67)","(2.1, -0.17)","(2.15, -0.17)"
"(0.44, 1.0)","(2.12, 0.2)","(2.15, 0.17)"
"(0.44, 1.0)","(2.12, 0.16)","(2.15, 0.17)"
"(0.44, 1.0)","(2.19, 0.19)","(2.15, 0.17)"
"(0.44, 1.0)","(2.19, 0.14)","(2.15, 0.17)"
"(0.44, 1.0)","(2.19, 0.19)","(2.15, 0.17)"
"(0.44, 1.0)","(2.19, 0.2)","(2.15, 0.17)"
"(0.44, 1.0)","(2.19, 0.12)","(2.15, 0.17)"
"(0.44, 1.0)","(2.16, 0.18)","(2.15, 0.17)"
